Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AO,Chrome 126.0.0.0,,,24-06-2024 10:47:38,24-06-2024 10:50:40,3m - 1.752s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/LoginPageForAO,Chrome 126.0.0.0,,,24-06-2024 10:47:39,24-06-2024 10:47:59,20.025s,PASSED
accountOfficer.LoginForibpsAO.login(),Chrome 126.0.0.0,,,24-06-2024 10:47:40,24-06-2024 10:47:57,17.024s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:47:59,24-06-2024 10:47:59,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/HomePageForAO,Chrome 126.0.0.0,,,24-06-2024 10:47:59,24-06-2024 10:48:12,13.014s,PASSED
accountOfficerForPaper.HomePageForibpsAO.selectResistration(),Chrome 126.0.0.0,,,24-06-2024 10:47:59,24-06-2024 10:48:10,10.829s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:12,24-06-2024 10:48:12,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/CustomerDetailForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:12,24-06-2024 10:48:21,9.208s,PASSED
tabSection.CustomerDetail.clientInformationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:12,24-06-2024 10:48:19,7.014s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:21,24-06-2024 10:48:21,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/Loan InformationForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:21,24-06-2024 10:48:30,8.620s,PASSED
tabSection.LoanInformation.loanInfoForAOWithoutPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:21,24-06-2024 10:48:27,6.448s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:30,24-06-2024 10:48:30,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/DocumentChecklistForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:30,24-06-2024 10:48:37,7.557s,PASSED
tabSection.DocumentCheckList.documentCheckListForAOpaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:30,24-06-2024 10:48:35,5.401s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:37,24-06-2024 10:48:37,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/CollateralInformationForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:37,24-06-2024 10:48:43,5.752s,PASSED
tabSection.CollateralInformation.collateralInformationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:37,24-06-2024 10:48:41,3.588s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:43,24-06-2024 10:48:43,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/CheckEligibilityForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:43,24-06-2024 10:48:49,5.844s,PASSED
tabSection.CheckEligibility.checkEligibilityForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:43,24-06-2024 10:48:47,3.673s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:49,24-06-2024 10:48:49,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/CreditEvaluationForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:49,24-06-2024 10:48:55,5.788s,PASSED
tabSection.CreditEvaluation.creditEvaluationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:49,24-06-2024 10:48:52,3.614s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:48:55,24-06-2024 10:48:55,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/DevlationsForAO,Chrome 126.0.0.0,,,24-06-2024 10:48:55,24-06-2024 10:49:00,5.741s,PASSED
tabSection.Deviation.deviationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:48:55,24-06-2024 10:48:58,3.567s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:49:00,24-06-2024 10:49:00,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/CreditInvestigationForAO,Chrome 126.0.0.0,,,24-06-2024 10:49:00,24-06-2024 10:49:06,6.101s,PASSED
tabSection.CreditInvestigation.creditInvestigationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:49:00,24-06-2024 10:49:04,3.940s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:49:06,24-06-2024 10:49:06,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/InsuranceInformationForAO,Chrome 126.0.0.0,,,24-06-2024 10:49:06,24-06-2024 10:49:13,6.125s,PASSED
tabSection.InsuranceInformation.insuranceInformationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:49:06,24-06-2024 10:49:10,3.988s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:49:13,24-06-2024 10:49:13,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/DisbursmentInformationForAO,Chrome 126.0.0.0,,,24-06-2024 10:49:13,24-06-2024 10:49:29,16.272s,PASSED
tabSection.DisbursementInfo.disbursementInformationForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:49:13,24-06-2024 10:49:27,14.118s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:49:29,24-06-2024 10:49:29,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/AlertSummaryForAO,Chrome 126.0.0.0,,,24-06-2024 10:49:29,24-06-2024 10:49:35,6.100s,PASSED
tabSection.AlertsSummary.alertsSummaryForAOPaperbase(),Chrome 126.0.0.0,,,24-06-2024 10:49:29,24-06-2024 10:49:33,3.909s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:49:35,24-06-2024 10:49:35,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/AO/Action,Chrome 126.0.0.0,,,24-06-2024 10:49:35,24-06-2024 10:50:24,49.064s,PASSED
tabSection.Action.submitForAO(),Chrome 126.0.0.0,,,24-06-2024 10:49:35,24-06-2024 10:50:22,46.871s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:50:24,24-06-2024 10:50:24,0.002s,PASSED
,,,,,,,
Test Cases/LogOut/logout,Chrome 126.0.0.0,,,24-06-2024 10:50:24,24-06-2024 10:50:40,16.068s,PASSED
signOutibps.SignOut.logout(),Chrome 126.0.0.0,,,24-06-2024 10:50:24,24-06-2024 10:50:38,13.847s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 10:50:40,24-06-2024 10:50:40,0.002s,PASSED
